,affiliation,lat,long
711,"Department of Infectious Diseases, Kobe Institute of Health, Kobe City, Japan",34.68977,135.1945394
712,"Department of Clinical and Toxicological Analysis, Faculty of Pharmacy, Federal University of Ceara, Fortaleza, Ceara, Brazil",-3.7418917,-38.5390096
713,"INSERM, UMR1163 and Institut Imagine, Laboratory of Intestinal Immunity, Paris, France",48.8455811,2.3184815
714,"Southern Insect Management Research Unit, USDA, Agricultural Research Service, Stoneville, MS, 38776, United States of America",33.425138,-90.9108078
715,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland",46.9504896,7.438119
716,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland",46.9504896,7.438119
717,"Applied StemCell, Inc., Milpitas, California, United States of America",37.405792,-121.912744
718,"The Broad Institute of MIT and Harvard, Cambridge, Massachusetts, United States of America",42.3628858,-71.0889581
719,"The First Affiliated Hospital of Fujian Medical University, Fuzhou, Fujian, China",26.069761,119.301954
720,"Department of Internal Medicine I, Division of Endocrinology and Diabetes, University Hospital W¸rzburg, University of W¸rzburg, W¸rzburg, Germany",49.802107,9.9568908
721,"Shenzhen Key Laboratory of Genitourinary Tumor, Shenzhen Domesticated Organ Medical Engineering Research and Development Center, Shenzhen Second People's Hospital, First Affiliated Hospital of Shenzhen University, Shenzhen, 518035, China",22.557435,114.086048
722,"Blizard Institute, Barts and The London School of Medicine and Dentistry, 4 Newark Street, London E1 2AT, United Kingdom",51.5167978,-0.0616548
723,"Department of Computer Science, Yonsei University, Seoul, South Korea",37.565784,126.938572
724,"Department of Obstetrics and Gynaecology, University Hospital of Bern and University of Bern, Bern, Switzerland",46.9504896,7.438119
725,"Department of Pediatrics, Nagoya City West Medical Center, Nagoya, Aichi, Japan",35.2021053,136.9013259
726,"Laboratory of Computational Biology, Center for Human Genetics, KU Leuven, Leuven, Belgium",50.8762479,4.7128526
727,"Laboratory of Computational Biology, Center for Human Genetics, KU Leuven, Leuven, Belgium",50.8762479,4.7128526
728,"Personalised Healthcare & Biomarkers, AstraZeneca, Macclesfield, United Kingdom",53.258663,-2.119287
729,"Department of Medical Genetics, University of Lausanne, Lausanne, Switzerland",46.5210895,6.5801606
730,"Institut Pasteur, UnitÈ des BactÈries PathogËnes EntÈriques, Paris, France",48.8403734,2.3112488
731,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridge, United Kingdom",52.0789745,0.18647
732,"Department of Systems Biology, The University of Texas M. D. Anderson Cancer Center, Houston, Texas, United States of America",29.7065843,-95.3970632
733,"Department of Otolaryngology, University of Miami Miller School of Medicine, Miami, Florida, United States of America",25.7904064,-80.2119928
734,"UnitÈ de GÈnÈtique mycobactÈrienne, Institut Pasteur, Paris, France",48.8403734,2.3112488
735,"Beijing Genomics Institute, Chinese Academy of Sciences, Beijing, China",40.0051991,116.3813791
736,"Horn Point Laboratory, University of Maryland Center for Environmental Science, Cambridge, Maryland, United States of America",38.5901997,-76.1302435
737,"Department of Pathology, Chinese Academy of Medical Sciences and Peking Union Medical College Hospital, Beijing, People's Republic of China",39.911431,116.41481
738,"Cologne Excellence Cluster for Cellular Stress Responses in Aging-Associated Diseases (CECAD), University of Cologne, Cologne, Germany",50.9281625,6.9288193
739,"Anthony Nolan Research Institute, Royal Free Hospital, London, United Kingdom",51.5535079,-0.1584661
740,"Department of Computer Science, Yale University, New Haven, Connecticut, United States of America",41.3130625,-72.9249083
741,"Department of Computer Science, Yale University, New Haven, Connecticut, United States of America",41.3130625,-72.9249083
742,"Cancer Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland, United States of America",39.003571,-77.101331
743,"Cancer Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland, United States of America",39.003571,-77.101331
744,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
745,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
746,"The International Mesothelioma Program, Brigham and Women's Hospital, Boston, Massachusetts, United States of America",42.3361091,-71.1074884
747,"Pacific Forestry Centre, Canadian Forest Service, Natural Resources Canada, Victoria, BC, V8Z 1M5, Canada",48.4599538,-123.3974168
748,"Department of Gastroenterology and Hepatology, Graduate School of Medicine, Kyoto University, Kyoto, Japan",35.0228862,135.7768066
749,"School of Life Sciences, University of Science and Technology of China, Hefei, Anhui, China",31.820591,117.227219
750,"Entomology and Nematology Department, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, Florida, United States of America",29.6464931,-82.3442881
751,"Entomology and Nematology Department, Institute of Food and Agricultural Sciences, University of Florida, Gainesville, Florida, United States of America",29.6464931,-82.3442881
752,"Vector and Water-borne Pathogen Research Group, School of Veterinary and Life Sciences, Murdoch University, Perth, Western Australia, Australia",-32.0672306,115.8367415
753,"Department of Genetics, Albert Einstein College of Medicine, Bronx, New York, United States of America",40.8527012,-73.8463432
754,,37.2256055,-95.7162018
755,"Department of Cytogenetics and Genomics, The Cyprus Institute of Neurology and Genetics, Nicosia, Cyprus",35.1682712,33.3144124
756,"Department of Life Sciences, University of Coimbra, Coimbra, Portugal",40.2089072,-8.4241509
757,"Laboratory of Systems and Synthetic Biology, Wageningen University, Dreijenplein 10, Wageningen, The Netherlands",51.9846866,5.6614611
758,"School of Landscape and Architecture, Zhejiang Agriculture and Forestry University, Hangzhou 311300, P.R. China",30.234076,119.729592
759,"Lawrence Livermore National Laboratory, Livermore, California, United States of America",37.6869634,-121.7058752
760,"Groupe d'Etude et de contrÙle des VariÈtÈs Et des Semences, BeaucouzÈ, France",47.4695081,-0.623411
761,"Department of Laboratory Medicine, Division of Clinical Microbiology, Medical University of Vienna, Vienna, Austria",48.2196989,16.3515215
762,"Department of Medicine, University of California Davis, Davis, California, United States of America",38.5382322,-121.7617125
763,"Molecular and Computational Biology Program, Department of Biological Sciences, University of Southern California, Los Angeles, California, United States of America",34.0223519,-118.285117
764,"Department of Pharmacology, University of North Carolina Chapel Hill Medical School, Chapel Hill, North Carolina, United States of America",35.907013,-79.053432
765,"Laboratory of Bone and Joint Diseases, RIKEN Center for Integrative Medical Sciences, Tokyo, 108ñ8639, Japan",35.6803997,139.7690174
766,"Genome Evolution Laboratory, Department of Biology, National University of Ireland Maynooth, Maynooth, County Kildare, Ireland",53.384478,-6.6011155
767,"Department of Biochemistry, McGill University, Montreal, Quebec, Canada",45.5032113,-73.5825692
768,"Department of Parasitology, College of Veterinary Medicine, Sichuan Agricultural University, Ya'an, China",29.977484,102.993691
769,"Molecular Oncology Laboratory, Hospital Clinico San Carlos, IdISSC, Madrid, Spain",40.4404071,-3.7196291
770,"German Cancer Research Center (DKFZ), Heidelberg, Germany",49.414414,8.6729607
771,"Department of Genetics, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia",24.6702825,46.6789229
772,"Department of Genetics, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia",24.6702825,46.6789229
773,"Cardiovascular Genetics Center, University of Girona-IDIBGI, Girona (Spain)",41.9857028,2.8272011
774,"General Mills Crop Biosciences, Kannapolis, North Carolina, United States of America",35.4873613,-80.6217341
775,"IBMCC, Centro de InvestigaciÛn del C·ncer (CIC), Universidad de Salamanca-CSIC, Salamanca, Spain",40.96402,-5.677614
776,"Department of Laboratory Medicine, Yonsei University College of Medicine, Seoul, Korea",37.5609386,126.9394389
777,"Department of Pediatrics, Division of Pediatric Endocrinology and Diabetes, Christian-Albrechts-University Kiel & University Hospital Schleswig-Holstein, Campus Kiel, Kiel, Germany",54.3460549,10.1147022
778,"Dipartimento di Fisiopatologia e dei Trapianti (DePT), Universit‡ degli Studi di Milano, Milan, Italy",45.4601435,9.1945843
779,"Department of Bioscience Technology, Chung Yuan Christian University, Chung-Li, Taiwan",24.957537,121.2410215
780,"Department of Biomedical, Surgical and Dental Sciences, Universit‡ degli Studi di Milano, Fondazione IRCCS Caí Granda, Ospedale Maggiore Policlinico, Milan, Italy",45.4588523,9.1949423
781,"College of Horticulture, Nanjing Agricultural University, Nanjing City, Jiangsu Province, China",32.033399,118.842587
782,"Graduate Institute of Brain and Mind Sciences, College of Medicine, National Taiwan University, Taipei, Taiwan",25.0395902,121.5195326
783,"Department of Child and Adolescent Psychiatry, University of Duisburg-Essen, Essen, Germany",51.4277172,6.801008
784,"UCL Institute of Ophthalmology, London, United Kingdom",51.527226,-0.091226
785,"Department of Dermatology, CHU Bordeaux, Bordeaux, France",44.8300889,-0.6072228
786,"Department of Biochemistry and Biophysics, University of California San Francisco, San Francisco, California, United States of America",37.7671733,-122.3921556
787,"Global COE Program: Evolution and Biodiversity, Graduate School of Science, Kyoto University, Kitashirakawa-Oiwake, Sakyo-ku, Kyoto, Japan",35.0293784,135.7829304
788,"Department of Microbiology Immunology and Infectious Diseases, University of Calgary, Calgary, AB, Canada",51.0775908,-114.140695
789,"The Jackson Laboratory, Bar Harbor, Maine, United States of America",44.3651997,-68.1960953
790,"The Jackson Laboratory, Bar Harbor, Maine, United States of America",44.3651997,-68.1960953
791,"Department of Pathology, Stanford University School of Medicine, Stanford, California, United States of America",37.4318102,-122.175758
792,"Department of Pathology, Stanford University School of Medicine, Stanford, California, United States of America",37.4318102,-122.175758
793,"Department of Entomology and Plant Pathology, North Carolina State University, 2510 Thomas Hall, Raleigh, North Carolina, United States of America",35.7871726,-78.6722691
794,"INSERM, U968, Paris, France",48.850131,2.37252
795,"Department of Pathology, Immunology Division, University of Cambridge, Cambridge, United Kingdom",52.2042666,0.1149085
796,"Department of Pathology, Immunology Division, University of Cambridge, Cambridge, United Kingdom",52.2042666,0.1149085
797,"Beijing Key Laboratory of Cardiometabolic Molecular Medicine, Institute of Molecular Medicine, Peking University, Beijing, China",39.990448,116.313392
798,"Beijing Key Laboratory of Cardiometabolic Molecular Medicine, Institute of Molecular Medicine, Peking University, Beijing, China",39.990448,116.313392
799,"Division of Earth and Ecosystem Sciences, Desert Research Institute, Las Vegas, NV, United States of America",36.1142935,-115.147333
800,"Medicine Department, School of Medicine, Cadiz, Spain",36.5376145,-6.3004959
801,"Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, Philadelphia, PA, United States",39.9498277,-75.1999298
802,"Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, Philadelphia, PA, United States",39.9498277,-75.1999298
803,"CIRAD, UMR AGAP, Montpellier, France",43.6498446,3.8690849
804,"Cytokine Signaling Unit, Institut Pasteur, CNRS URA1961, Paris, France",48.8403734,2.3112488
805,"Human Genetics Program, Institute of Biomedical Sciences (ICBM), Faculty of Medicine, University of Chile, Santiago, Chile",-33.418914,-70.655968
806,"Human Genetics Program, Institute of Biomedical Sciences (ICBM), Faculty of Medicine, University of Chile, Santiago, Chile",-33.418914,-70.655968
807,"The EMBLóEuropean Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, United Kingdom",52.0788,0.1877113
808,"Division of the National Toxicology Program, National Institute of Environmental Health Sciences, Research Triangle Park, North Carolina, United States of America",35.8835576,-78.8831335
809,"Institute of Evolution, University of Haifa, Haifa, Israel",32.7614296,35.0195184
810,"Northern Institute for Cancer Research, Newcastle University, Newcastle upon Tyne, United Kingdom",54.9830144,-1.6231995
811,"Department of Medicine, Weill Cornell College of Medicine, New York, New York, United States of America",40.760765,-73.960226
812,"Department of Medicine, Weill Cornell College of Medicine, New York, New York, United States of America",40.760765,-73.960226
813,"Children's Hospital Oakland Research Institute, Oakland, California, United States of America",37.8425288,-122.2697255
814,"Children's Hospital Oakland Research Institute, Oakland, California, United States of America",37.8425288,-122.2697255
815,"European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom",52.0789745,0.18647
816,"Computational Biology Center, IBM Thomas J. Watson Research Center, Yorktown Heights, New York, United States of America",41.2097516,-73.8026467
817,"Departments of Pathology & Immunology, Washington University School of Medicine, and the Midwest Regional Center of Excellence for Biodefense and Emerging Infectious Diseases Research, St. Louis, Missouri, United States of America",38.6350726,-90.2622862
818,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Stockholm, Sweden",59.3493621,18.0260687
819,"LaboratÛrio de Biologia Molecular, Instituto de Biologia, Universidade de BrasÌlia, BrasÌlia, Distrito Federal, Brazil",-15.7655362,-47.8657613
820,"Persistent LABS, Persistent Systems Ltd., Pune, Maharashtra, India",45.3469969,-75.9168675
821,"Department of Genetic Medicine and Development, University of Geneva Medical School, Geneva, Switzerland",46.199444,6.1451157
822,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
823,"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic",49.1770795,16.5694376
824,"Medical Research Council Prion Unit and Department of Neurodegenerative Disease, University College London Institute of Neurology, London, United Kingdom",51.5217392,-0.1218956
825,"Unitat Mixta d'InvestigaciÛ en GenÚmica i Salut, Centre Superior d'InvestigaciÛ en Salut P˙blica/UVEG-Institut Cavanilles, Valencia, Spain",6.092631,116.154409
826,"Pediatric Pneumology, Allergology and Neonatology, Hannover Medical School, Hannover, Lower Saxony, Germany",52.3835765,9.8049919
827,"Institute for Molecular Medicine Finland (FIMM), Helsinki, Finland",60.1905079,24.9043006
828,"Department of Clinical Genetics, Laboratory for Diagnostic Genome Analysis (LDGA), Leiden University Medical Center, Leiden, The Netherlands",52.1677096,4.4774736
829,"Department of Genetics and Bioengineering, Istanbul Bilgi University, Istanbul, Turkey",41.0671816,28.9455079
830,"Department of Biology, University of Texas at Arlington, Arlington, Texas, United States of America",32.7298718,-97.1140116
831,"The Stein Eye Institute, David Geffen School of Medicine at UCLA, Los Angeles, California, United States of America",34.0653176,-118.4446039
832,"State Key Laboratory of Bioelectronics, School of Biological Science and Medical Engineering, Southeast University, Nanjing, China",31.89001,118.813039
833,"Laboratory of Virology, Division of Infectious Diseases and Division of Laboratory Medicine, University of Geneva Hospitals, Geneva, Switzerland",46.1933147,6.1490487
834,"Biodiversity and Conservation Biology, Swiss Federal Research Institute WSL, Birmensdorf, Switzerland",47.35367,8.43714
835,"Maxwell H. Gluck Equine Research Center, Department of Veterinary Science, University of Kentucky, Lexington, Kentucky, United States of America",38.025674,-84.510817
836,"JBS Science, Inc., Doylestown, Pennsylvania, United States of America",40.33255,-75.1251667
837,"Hunan Provincial Center for Disease Control and Prevention, Changsha, Hunan Province, China",28.2059324,112.9854218
838,"Department of Biochemistry and Molecular Biology, Monash University, Clayton, Melbourne, Australia",-37.9105238,145.1362182
839,"Department of Biochemistry and Molecular Biology, Monash University, Clayton, Melbourne, Australia",-37.9105238,145.1362182
840,"Chengdu Institute of Biology, Chinese Academy of Sciences, Chengdu, China",30.6158323,104.0294557
841,"Department of Biology, McMaster University, Hamilton, ON, Canada",43.260879,-79.9192254
842,"Department and Laboratory of Inherited Endocrine Disorders, Endocrinology Research Centre, Moscow, Russian Federation",55.755826,37.6172999
843,"Department of Cancer Prevention, Institute for Cancer Research, Norwegian Radium Hospital - Oslo University Hospital, Oslo, Norway",59.9302359,10.6605169
844,"Clinical Institute of Medical Genetics, University Medical Centre Ljubljana, Ljubljana, Slovenia",46.0536331,14.5213538
845,"Molecular Oncology Laboratory, Instituto de InvestigaciÛn Sanitaria San Carlos, Madrid, Spain",40.4104024,-3.7016224
846,,37.2256055,-95.7162018
847,"Department of Pathology, Erasme Hospital, UniversitÈ Libre de Bruxelles, Brussels, Belgium",50.8134447,4.2658926
848,"Institute of Clinical Laboratory Science, Jinling Hospital, Nanjing University School of Medicine, Nanjing, China",32.040663,118.867467
849,"Public Health Research Institute, New Jersey Medical School, Rutgers, The State University of New Jersey, Newark, New Jersey, United States of America",40.7400842,-74.1897041
850,"Department of Animal, Dairy, and Veterinary Sciences, Utah State University, Logan, Utah, United States of America",41.745161,-111.8097425
851,"Department of Ophthalmology and Visual Sciences, Carver College of Medicine, University of Iowa, Iowa City, Iowa, United States of America",41.6573361,-91.5488613
852,"Department of Pharmacology, Brain Korea 21 PLUS Project for Medical Sciences, Severance Biomedical Science Institute, Yonsei University College of Medicine, Seoul, Korea",37.565784,126.938572
853,"Center for Molecular Imaging, The Brown Foundation Institute of Molecular Medicine, The University of Texas Health Science Center, Houston, Texas, United States of America",29.7031943,-95.4042278
854,"Systems Biology of Gene Regulatory Elements, Berlin Institute for Medical Systems Biology, Max Delbr¸ck Center for Molecular Medicine, Robert Rˆssle Straﬂe 10, D-13125 Berlin, Germany",52.5268387,13.385589
855,"State Key Laboratory of Cotton Biology, Institute of Cotton Research of the Chinese Academy of Agricultural Sciences, Anyang, China",36.097577,114.392392
856,"Center for Global Health, Division of Infectious Diseases, Department of Medicine, Weill Cornell Medical College, New York, New York, United States of America",40.760765,-73.960226
857,"Centro de Oncologia Molecular, Hospital SÌrio-LibanÍs, S„o Paulo, Brazil",-23.5560403,-46.6681225
858,"Canadian National Collection of Insects, Arachnids and Nematodes, Ottawa Research and Development Centre, Agriculture and Agri-Food Canada, Ottawa, Ontario, Canada",45.4215296,-75.6971931
859,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland",46.9504896,7.438119
860,"Institute of Genetics, Vetsuisse Faculty, University of Bern, Bern, Switzerland",46.9504896,7.438119
861,"Department of Genetics and Pathomorphology, International Hereditary Cancer Center, Pomeranian Medical University in Szczecin, Szczecin, Poland",53.4230055,14.5546255
862,"COMSATS Institute of Information Technology, Park Road, Islamabad, Pakistan",33.6518263,73.1565933
863,"Department of Biomedical Engineering, University of Southern California, Los Angeles, California, United States of America",34.0223519,-118.285117
864,"Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom",52.0789745,0.18647
865,"Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom",52.0789745,0.18647
866,"Malaria Programme, Wellcome Trust Sanger Institute, Cambridge, United Kingdom",52.0797096,0.1857654
867,"Stein Eye Institute, David Geffen School of Medicine at UCLA, Los Angeles, California, United States of America",34.0653176,-118.4446039
868,"Graduate University for Advanced Studies, Hayama, Kanagawa, Japan",35.261095,139.608389
869,"The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, United Kingdom",52.0789745,0.18647
870,"Naturalis Biodiversity Center, Leiden, The Netherlands",52.1646451,4.4730775
871,"Institut de Recerca de la SIDA irsiCaixa-HIVACAT, Badalona, Spain",41.4469883,2.2450325
872,"Section for Cancer Cytogenetics, Institute for Cancer Genetics and Informatics, The Norwegian Radium Hospital, Oslo University Hospital, Oslo, Norway",59.9302359,10.6605169
873,"Department of Health Sciences Research, Mayo Clinic, Rochester, Minnesota, United States of America",44.0226255,-92.4668833
874,"Department of Pediatrics, Peking University First Hospital, Beijing, People's Republic of China",39.931765,116.380416
875,"Division of Genetics and Epidemiology, Institute of Cancer Research, Surrey, United Kingdom",51.34467,-0.189075
876,"Department of Veterinary Medicine, Faculty of Animal Science and Food Engineering, University of S„o Paulo, Pirassununga, S„o Paulo, Brazil",-21.9595881,-47.4668871
877,"Maxwell H. Gluck Equine Research Center, Department of Veterinary Science, University of Kentucky, Lexington, Kentucky, United States of America",38.025674,-84.510817
878,"Division of Infection and Immunity, University College London, London, United Kingdom",51.5245592,-0.1340401
879,"Molecular and Computational Biology Section, Department of Biological Sciences, University of Southern California, Los Angeles, California, United States of America",34.0223519,-118.285117
880,"Molecular and Computational Biology Section, Department of Biological Sciences, University of Southern California, Los Angeles, California, United States of America",34.0223519,-118.285117
881,"Department of Biology and Biochemistry, University of Houston, Houston, Texas, United States of America",29.7236825,-95.344856
882,"Department of Plant, Soils and Microbial Sciences, Michigan State University, East Lansing, Michigan, 48824, United States of America",42.7222128,-84.4729177
883,"Institute of Evolutionary Biology, School of Biological Sciences, University of Edinburgh, Edinburgh, United Kingdom",55.9445158,-3.1892413
884,"Institute of Evolutionary Biology, School of Biological Sciences, University of Edinburgh, Edinburgh, United Kingdom",55.9445158,-3.1892413
885,"Department of Immunology, Genetics and Pathology, Uppsala University, Uppsala, Sweden",59.8452528,17.6400157
886,"Department of Microbiology, University of Tennessee, Knoxville, Tennessee, United States of America",35.9590662,-83.9270813
887,"TIGEM (Telethon Institute of Genetics and Medicine), Napoli, Italy",40.8357615,14.1086487
888,"Department of Genetics, Albert Einstein College of Medicine, Bronx, New York, United States of America",40.8527012,-73.8463432
889,"John P. Hussmann Institute for Human Genomics, Miller School of Medicine, University of Miami, Miami, FL, United States of America",25.7898149,-80.2106844
890,"Department of Laboratory Medicine, University of California San Francisco, San Francisco, California, United States of America",37.7627015,-122.4597539
891,"Cancer Section, Institute of Child Health, University College London, London, United Kingdom",51.523309,-0.120066
892,"Department of Internal Medicine, Seoul National University Hospital, Seoul, Korea",37.5796775,126.9989668
893,"CNRS, UMR7232, UniversitÈ Pierre et Marie Curie Paris 06, Observatoire OcÈanologique, Banyuls-sur-Mer, France",42.480214,3.136381
894,"Department of Genetics and Genome Sciences, Case Western Reserve University, Cleveland, Ohio, United States of America",41.504334,-81.6042949
895,"University College London, Institute of Child Health, London, United Kingdom",51.523309,-0.120066
896,"Division of Molecular Pathology, The Netherlands Cancer Institute, Amsterdam, The Netherlands",52.3508651,4.8264222
897,"Department of Neurology, Xiangya Hospital, Central South University, Changsha, China",28.16437,112.93251
898,"Department of Genetics, Cell Biology and Anatomy, University of Nebraska Medical Center, Omaha, Nebraska, United States of America",41.2548532,-95.9757336
899,"Department of Veterinary Clinical Sciences, University of Padua, Legnaro, Padua, Italy",45.406766,11.8774462
900,"Deparment of Cardiology, Boston Childrenís Hospital, Boston, MA, United States of America",42.3374646,-71.1053217
901,"Institute of Microbiology Prof. Paulo de GÛes, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",-22.90576,-43.2265289
902,"Institute of Medical Genetics, Cardiff University, Cardiff, United Kingdom",51.4866271,-3.1788641
903,"Laboratoire de Virologie, HÙpital Pellegrin, CHU de Bordeaux et CNRS UMR 5234 (MFP), UniversitÈ de Bordeaux Segalen, Bordeaux, France",44.8276813,-0.6070646
904,"Departments of Medicine and Pediatrics and Institute for Human Genetics, University of California San Francisco, San Francisco, California, United States of America",37.7630842,-122.4583993
905,"Department of Agricultural and Biological Engineering, University of Florida, Gainesville, Florida, United States of America",29.6443965,-82.3454073
906,"Western Australian Institute for Medical Research/UWA Centre for Medical Research, University of Western Australia, Perth, Australia",-31.9800687,115.817898
907,"Institute of Cell Biology and Neurobiology, CharitÈ ñUniversit‰tsmedizin Berlin, Berlin, Germany",52.5200066,13.404954
908,"Division of Epigenomics, National Cancer Center Research Institute, Tokyo, Japan",35.6662893,139.7678712
909,"Neurologische Klinik und Poliklinik, Klinikum rechts der Isar, Technische Universit‰t M¸nchen, Munich, Germany",48.1375005,11.601051
910,"Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, United Kingdom",52.0789745,0.18647
911,"Department of Neurology, Haukeland University Hospital, Bergen, Norway",60.3739406,5.359481
912,"The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, United Kingdom",52.0789745,0.18647
913,"The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire, United Kingdom",52.0789745,0.18647
914,"Department of Plant Genetics, Breeding and Biotechnology, Faculty of Horticulture and Landscape Architecture, Warsaw University of Life Sciences - SGGW, Nowoursynowska, Warsaw, Poland",52.1599353,21.0481074
915,"Department of Ecology and Evolutionary Biology, Yale University, New Haven, Connecticut, United States of America",41.3162049,-72.9234481
916,"Institut de GÈnÈtique et DÈveloppement de Rennes, Equipe GÈnÈtique des Pathologies LiÈes au DÈveloppement, FacultÈ de MÈdecine, UniversitÈ de Rennes 1, 35043 Rennes, France",48.1159299,-1.67296
917,"National Research Institute of Fisheries Science, Japan Fisheries Research and Education Agency, Yokohama, Kanagawa, Japan",35.3460413,139.6523931
918,"Cluster in Biomedicine (CBM) scrl - Genomics, Area Science Park, Basovizza, Trieste, Italy",45.644273,13.848502
919,"Department of Plant Biology, Michigan State University, East Lansing, Michigan, United States of America",42.7228163,-84.4742819
920,"Agricultural Research Council, Infruitec-Nietvoorbij (The Fruit, Vine and Wine Institute), Private Bag X5026, Stellenbosch, 7599, South Africa",-33.9252988,18.8729668
921,"Genetic Metabolic Disorders Research Unit, Western Sydney Genetics Program, The Childrenís Hospital at Westmead, Sydney, New South Wales, Australia",-33.8018122,150.992716
922,"Departments of Molecular Microbiology and Pathology and Immunology, Washington University School of Medicine, St. Louis, Missouri, United States of America",38.6350726,-90.2622862
923,"Departments of Molecular Microbiology and Pathology and Immunology, Washington University School of Medicine, St. Louis, Missouri, United States of America",38.6350726,-90.2622862
924,"Departments of Molecular Microbiology and Pathology and Immunology, Washington University School of Medicine, St. Louis, Missouri, United States of America",38.6350726,-90.2622862
925,"Abbott Diagnostics, Infectious Disease Research, Abbott Park, Illinois, United States of America",,
926,"Programa de PÛs-GraduaÁ„o em CiÍncias GenÙmicas e Biotecnologia, Universidade CatÛlica de BrasÌlia, BrasÌlia, Distrito Federal, Brazil",-15.8729537,-48.0163953
927,"Center for Experimental Medicine, the Third Xiangya Hospital, Central South University, Changsha, China",28.228209,112.938814
928,"Department of Ecology and Evolutionary Biology, Cornell University, Ithaca, New York, United States of America",42.4473236,-76.4782022
929,"Institute of Evolutionary Biology and Environmental Studies, University of Zurich, Zurich, Switzerland",47.3978237,8.549511
930,"Division of Theoretical Bioinformatics, German Cancer Research Center (DKFZ), Heidelberg, Germany",49.414414,8.6729607
931,"Laboratoire ìMicroorganismes: GÈnome et Environnement,î Clermont UniversitÈ, UniversitÈ Blaise Pascal, F-63000, Clermont-Ferrand, France",45.7761716,3.0924646
932,"Biomedicine, Kristianstad University, Kristianstad, Sweden",56.0479819,14.1478925
933,"State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, China",23.12911,113.264385
934,"Stein Eye Institute, David Geffen School of Medicine at the University of California Los Angeles, Los Angeles, California, United States of America",34.0651092,-118.4439674
935,"Department of Pediatrics, Hamamatsu University School of Medicine, Hamamatsu, Japan",34.7689853,137.7423287
936,"Department of Orthopedic Surgery, Shanghai Jiao Tong University Affliated the Sixth Peopleís Hospital, Shanghai, PR China",31.233608,121.48446
937,"Department of Otorhinolaryngology, Shinshu University School of Medicine, Matsumoto, Japan",36.2500026,137.9788675
938,"Department of Immunology, Genetics and Pathology, Science for Life Laboratory at Uppsala University, Biomedical Center, Uppsala, Sweden",59.8509005,17.6300093
939,"Division of Pediatric Hematology/Oncology, Department of Pediatrics, Stanford University, Stanford, California, United States of America",37.4274745,-122.169719
940,"Center for Cancer Genome Discovery, Dana-Farber Cancer Institute and Harvard Medical School, Boston, Massachusetts, United States of America",42.3375671,-71.1081453
941,"Department of Biology, Federal University of S„o Carlos, Sorocaba, S„o Paulo, Brazil",-23.5816605,-47.5251214
942,"Department of Pediatrics, Columbia University, New York, NY, United States of America",40.8398048,-73.9414011
943,"Key Laboratory of Pig Genetics and Breeding of Ministry of Agriculture, and Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education, Huazhong Agricultural University, Wuhan, People's Republic of China",30.475126,114.353035
944,"State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China",30.375639,114.265467
945,"Department of Genetics, Forestry and Agricultural Biotechnology Institute, University of Pretoria, Pretoria, South Africa",-25.7556109,28.2354117
946,"School of Aquatic and Fishery Sciences, University of Washington, Seattle, Washington, United States of America",47.6532563,-122.3163485
947,"Department of Human Genetics, Yokohama City University Graduate School of Medicine, Yokohama, Japan",35.3327648,139.6172791
