doi,journal,publisher,author1,affiliation,title,abstract,topic,Year
10.1371/journal.pone.0082138,PLoS ONE,Public Library of Science,"Zhao, Mengyao","Department of Biology, Boston College, Chestnut Hill, Massachusetts, United States of America",SSW Library: An SIMD Smith-Waterman C/C++ Library for Use in Genomic Applications,"BackgroundThe Smith-Waterman algorithm, which produces the optimal pairwise alignment between two sequences, is frequently used as a key component of fast heuristic read mapping and variation detection tools for next-generation sequencing data. Though various fast Smith-Waterman implementations are developed, they are either designed as monolithic protein database searching tools, which do not return detailed alignment, or are embedded into other tools. These issues make reusing these efficient Smith-Waterman implementations impractical.ResultsTo facilitate easy integration of the fast Single-Instruction-Multiple-Data Smith-Waterman algorithm into third-party software, we wrote a C/C++ library, which extends Farrar’s Striped Smith-Waterman (SSW) to return alignment information in addition to the optimal Smith-Waterman score. In this library we developed a new method to generate the full optimal alignment results and a suboptimal score in linear space at little cost of efficiency. This improvement makes the fast Single-Instruction-Multiple-Data Smith-Waterman become really useful in genomic applications. SSW is available both as a C/C++ software library, as well as a stand-alone alignment tool at: https://github.com/mengyao/Complete-Striped-Smith-Waterman-Library.ConclusionsThe SSW library has been used in the primary read mapping tool MOSAIK, the split-read mapping program SCISSORS, the MEI detector TANGRAM, and the read-overlap graph generation program RZMBLR. The speeds of the mentioned software are improved significantly by replacing their ordinary Smith-Waterman or banded Smith-Waterman module with the SSW Library.",long read sequencing,2013
10.1371/journal.pcbi.1003628,PLoS Computational Biology,Public Library of Science,"Altemose, Nicolas","Genome Biology Group, Duke Institute for Genome Sciences & Policy, Duke University, Durham, North Carolina, United States of America",Genomic Characterization of Large Heterochromatic Gaps in the Human Genome Assembly,"The largest gaps in the human genome assembly correspond to multi-megabase heterochromatic regions composed primarily of two related families of tandem repeats, Human Satellites 2 and 3 (HSat2,3). The abundance of repetitive DNA in these regions challenges standard mapping and assembly algorithms, and as a result, the sequence composition and potential biological functions of these regions remain largely unexplored. Furthermore, existing genomic tools designed to predict consensus-based descriptions of repeat families cannot be readily applied to complex satellite repeats such as HSat2,3, which lack a consistent repeat unit reference sequence. Here we present an alignment-free method to characterize complex satellites using whole-genome shotgun read datasets. Utilizing this approach, we classify HSat2,3 sequences into fourteen subfamilies and predict their chromosomal distributions, resulting in a comprehensive satellite reference database to further enable genomic studies of heterochromatic regions. We also identify 1.3 Mb of non-repetitive sequence interspersed with HSat2,3 across 17 unmapped assembly scaffolds, including eight annotated gene predictions. Finally, we apply our satellite reference database to high-throughput sequence data from 396 males to estimate array size variation of the predominant HSat3 array on the Y chromosome, confirming that satellite array sizes can vary between individuals over an order of magnitude (7 to 98 Mb) and further demonstrating that array sizes are distributed differently within distinct Y haplogroups. In summary, we present a novel framework for generating initial reference databases for unassembled genomic regions enriched with complex satellite DNA, and we further demonstrate the utility of these reference databases for studying patterns of sequence variation within human populations.",long read sequencing,2014
10.1371/journal.pcbi.1003628,PLoS Computational Biology,Public Library of Science,"Altemose, Nicolas","Genome Biology Group, Duke Institute for Genome Sciences & Policy, Duke University, Durham, North Carolina, United States of America",Genomic Characterization of Large Heterochromatic Gaps in the Human Genome Assembly,"Author SummaryAt least 5–10% of the human genome remains unassembled, unmapped, and poorly characterized. The reference assembly annotates these missing regions as multi-megabase heterochromatic gaps, found primarily near centromeres and on the short arms of the acrocentric chromosomes. This missing fraction of the genome consists predominantly of long arrays of near-identical tandem repeats called satellite DNA. Due to the repetitive nature of satellite DNA, sequence assembly algorithms cannot uniquely align overlapping sequence reads, and thus satellite-rich domains have been omitted from the reference assembly and from most genome-wide studies of variation and function. Existing methods for analyzing some satellite DNAs cannot be easily extended to a large portion of satellites whose repeat structures are complex and largely uncharacterized, such as Human Satellites 2 and 3 (HSat2,3). Here we characterize HSat2,3 using a novel approach that does not depend on having a well-defined repeat structure. By classifying genome-wide HSat2,3 sequences into subfamilies and localizing them to chromosomes, we have generated an initial HSat2,3 genomic reference, which serves as a critical foundation for future studies of variation and function in these regions. This approach should be generally applicable to other classes of satellite DNA, in both the human genome and other complex genomes.",long read sequencing,2014
10.1371/journal.pone.0035749,PLoS ONE,Public Library of Science,"Porter, Teresita M.","McMaster University, Hamilton, Ontario, Canada","Factors That Affect Large Subunit Ribosomal DNA Amplicon Sequencing Studies of Fungal Communities: Classification Method, Primer Choice, and Error","Nuclear large subunit ribosomal DNA is widely used in fungal phylogenetics and to an increasing extent also amplicon-based environmental sequencing. The relatively short reads produced by next-generation sequencing, however, makes primer choice and sequence error important variables for obtaining accurate taxonomic classifications. In this simulation study we tested the performance of three classification methods: 1) a similarity-based method (BLAST + Metagenomic Analyzer, MEGAN); 2) a composition-based method (Ribosomal Database Project naïve Bayesian classifier, NBC); and, 3) a phylogeny-based method (Statistical Assignment Package, SAP). We also tested the effects of sequence length, primer choice, and sequence error on classification accuracy and perceived community composition. Using a leave-one-out cross validation approach, results for classifications to the genus rank were as follows: BLAST + MEGAN had the lowest error rate and was particularly robust to sequence error; SAP accuracy was highest when long LSU query sequences were classified; and, NBC runs significantly faster than the other tested methods. All methods performed poorly with the shortest 50–100 bp sequences. Increasing simulated sequence error reduced classification accuracy. Community shifts were detected due to sequence error and primer selection even though there was no change in the underlying community composition. Short read datasets from individual primers, as well as pooled datasets, appear to only approximate the true community composition. We hope this work informs investigators of some of the factors that affect the quality and interpretation of their environmental gene surveys.",long read sequencing,2012
10.1371/journal.pone.0048995,PLoS ONE,Public Library of Science,"Kua, Chai-Shian","Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanic Garden, Chinese Academy of Sciences, Menglun, Yunnan, People's Republic of China",Reference-Free Comparative Genomics of 174 Chloroplasts,"Direct analysis of unassembled genomic data could greatly increase the power of short read DNA sequencing technologies and allow comparative genomics of organisms without a completed reference available. Here, we compare 174 chloroplasts by analyzing the taxanomic distribution of short kmers across genomes [1]. We then assemble de novo contigs centered on informative variation. The localized de novo contigs can be separated into two major classes: tip = unique to a single genome and group = shared by a subset of genomes. Prior to assembly, we found that ∼18% of the chloroplast was duplicated in the inverted repeat (IR) region across a four-fold difference in genome sizes, from a highly reduced parasitic orchid [2] to a massive algal chloroplast [3], including gnetophytes [4] and cycads [5]. The conservation of this ratio between single copy and duplicated sequence was basal among green plants, independent of photosynthesis and mechanism of genome size change, and different in gymnosperms and lower plants. Major lineages in the angiosperm clade differed in the pattern of shared kmers and de novo contigs. For example, parasitic plants demonstrated an expected accelerated overall rate of evolution, while the hemi-parasitic genomes contained a great deal more novel sequence than holo-parasitic plants, suggesting different mechanisms at different stages of genomic contraction. Additionally, the legumes are diverging more quickly and in different ways than other major families. Small duplicated fragments of the rrn23 genes were deeply conserved among seed plants, including among several species without the IR regions, indicating a crucial functional role of this duplication. Localized de novo assembly of informative kmers greatly reduces the complexity of large comparative analyses by confining the analysis to a small partition of data and genomes relevant to the specific question, allowing direct analysis of next-gen sequence data from previously unstudied genomes and rapid discovery of informative candidate regions.",long read sequencing,2012
10.1371/journal.pone.0200207,PLOS ONE,Public Library of Science,"Taller, Dénes","National Agricultural Research and Innovation Centre, Agricultural Biotechnology Institute, Gödöllő, Hungary",Expansion of Capsicum annum fruit is linked to dynamic tissue-specific differential expression of miRNA and siRNA profiles,"Small regulatory RNAs, such as microRNAs (miRNAs) and small interfering RNAs (siRNAs) have emerged as important transcriptional and post-transcriptional regulators controlling a wide variety of physiological processes including fruit development. Data are, however, limited for their potential roles in developmental processes determining economically important traits of crops. The current study aimed to discover and characterize differentially expressed miRNAs and siRNAs in sweet pepper (Capsicum annuum) during fruit expansion. High-throughput sequencing was employed to determine the small regulatory RNA expression profiles in various fruit tissues, such as placenta, seed, and flesh at 28 and 40 days after anthesis. Comparative differential expression analyses of conserved, already described and our newly predicted pepper-specific miRNAs revealed that fruit expansion is accompanied by an increasing level of miRNA-mediated regulation of gene expression. Accordingly, ARGONAUTE1 protein, the primary executor of miRNA-mediated regulation, continuously accumulated to an extremely high level in the flesh. We also identified numerous pepper-specific, heterochromatin-associated 24-nt siRNAs (hetsiRNAs) which were extremely abundant in the seeds, as well as 21-nt and 24-nt phased siRNAs (phasiRNAs) that were expressed mainly in the placenta and the seeds. This work provides comprehensive tissue-specific miRNA and siRNA expression landscape for a developing pepper fruit. We identified several novel, abundantly expressing tissue- and pepper-specific small regulatory RNA species. Our data show that fruit expansion is associated with extensive changes in sRNA abundance, raising the possibility that manipulation of sRNA pathways may be employed to improve the quality and quantity of the pepper fruit.",long read sequencing,2018
10.1371/journal.pone.0102945,PLoS ONE,Public Library of Science,"Candresse, Thierry","INRA, UMR 1332 Biologie du Fruit et Pathologie, CS 20032, 33882 Villenave d'Ornon Cedex, France",Appearances Can Be Deceptive: Revealing a Hidden Viral Infection with Deep Sequencing in a Plant Quarantine Context,"Comprehensive inventories of plant viral diversity are essential for effective quarantine and sanitation efforts. The safety of regulated plant material exchanges presently relies heavily on techniques such as PCR or nucleic acid hybridisation, which are only suited to the detection and characterisation of specific, well characterised pathogens. Here, we demonstrate the utility of sequence-independent next generation sequencing (NGS) of both virus-derived small interfering RNAs (siRNAs) and virion-associated nucleic acids (VANA) for the detailed identification and characterisation of viruses infecting two quarantined sugarcane plants. Both plants originated from Egypt and were known to be infected with Sugarcane streak Egypt Virus (SSEV; Genus Mastrevirus, Family Geminiviridae), but were revealed by the NGS approaches to also be infected by a second highly divergent mastrevirus, here named Sugarcane white streak Virus (SWSV). This novel virus had escaped detection by all routine quarantine detection assays and was found to also be present in sugarcane plants originating from Sudan. Complete SWSV genomes were cloned and sequenced from six plants and all were found to share >91% genome-wide identity. With the exception of two SWSV variants, which potentially express unusually large RepA proteins, the SWSV isolates display genome characteristics very typical to those of all other previously described mastreviruses. An analysis of virus-derived siRNAs for SWSV and SSEV showed them to be strongly influenced by secondary structures within both genomic single stranded DNA and mRNA transcripts. In addition, the distribution of siRNA size frequencies indicates that these mastreviruses are likely subject to both transcriptional and post-transcriptional gene silencing. Our study stresses the potential advantages of NGS-based virus metagenomic screening in a plant quarantine setting and indicates that such techniques could dramatically reduce the numbers of non-intercepted virus pathogens passing through plant quarantine stations.",long read sequencing,2014
10.1371/journal.ppat.1004974,PLOS Pathogens,Public Library of Science,"Theiss, Juliane Marie","Research Group Virus Genomics, Heinrich Pette Institute, Leibniz Institute for Experimental Virology, Hamburg, Germany",A Comprehensive Analysis of Replicating Merkel Cell Polyomavirus Genomes Delineates the Viral Transcription Program and Suggests a Role for mcv-miR-M1 in Episomal Persistence,"Merkel cell polyomavirus (MCPyV) is considered the etiological agent of Merkel cell carcinoma and persists asymptomatically in the majority of its healthy hosts. Largely due to the lack of appropriate model systems, the mechanisms of viral replication and MCPyV persistence remain poorly understood. Using a semi-permissive replication system, we here report a comprehensive analysis of the role of the MCPyV-encoded microRNA (miRNA) mcv-miR-M1 during short and long-term replication of authentic MCPyV episomes. We demonstrate that cells harboring intact episomes express high levels of the viral miRNA, and that expression of mcv-miR-M1 limits DNA replication. Furthermore, we present RACE, RNA-seq and ChIP-seq studies which allow insight in the viral transcription program and mechanisms of miRNA expression. While our data suggest that mcv-miR-M1 can be expressed from canonical late strand transcripts, we also present evidence for the existence of an independent miRNA promoter that is embedded within early strand coding sequences. We also report that MCPyV genomes can establish episomal persistence in a small number of cells for several months, a time period during which viral DNA as well as LT-Ag and viral miRNA expression can be detected via western blotting, FISH, qPCR and southern blot analyses. Strikingly, despite enhanced replication in short term DNA replication assays, a mutant unable to express the viral miRNA was severely limited in its ability to establish long-term persistence. Our data suggest that MCPyV may have evolved strategies to enter a non- or low level vegetative stage of infection which could aid the virus in establishing and maintaining a lifelong persistence.",long read sequencing,2015
10.1371/journal.ppat.1004974,PLOS Pathogens,Public Library of Science,"Theiss, Juliane Marie","Research Group Virus Genomics, Heinrich Pette Institute, Leibniz Institute for Experimental Virology, Hamburg, Germany",A Comprehensive Analysis of Replicating Merkel Cell Polyomavirus Genomes Delineates the Viral Transcription Program and Suggests a Role for mcv-miR-M1 in Episomal Persistence,"Author SummaryMCPyV is a recently discovered human polyomavirus that is likely to cause the majority of cases of Merkel cell carcinoma (MCC), a rare but highly aggressive skin cancer. While much research has been focused on understanding transforming functions of MCPyV gene products, owing to the lack of fully permissive replication systems, the natural lifecycle of the virus is poorly understood. Using high-throughput analyses, here we have interrogated a semi-permissive replication system to study the viral transcription program and elucidate the functions of the viral microRNA (miRNA) mcv-miR-M1. We find that, similar to other polyomavirus miRNAs, mcv-miR-M1 has the ability to negatively regulate expression of viral gene products required for viral DNA replication. Unexpectedly, however, we also observe that mcv-miR-M1 augments long-term episomal persistence of MCPyV genomes. Given that MCPyV establishes persistent infections in the majority of healthy human adults, our observations shed new light on the mechanisms that may be employed by this tumor virus to mount a lifelong chronic infection of its host.",long read sequencing,2015
10.1371/journal.pone.0086153,PLoS ONE,Public Library of Science,"Goettel, Wolfgang","United States Department of Agriculture, Agricultural Research Service, Plant Genetics Research Unit, Donald Danforth Plant Science Center, Saint Louis, Missouri, United States of America",Systems and Evolutionary Characterization of MicroRNAs and Their Underlying Regulatory Networks in Soybean Cotyledons,"MicroRNAs (miRNAs) are an emerging class of small RNAs regulating a wide range of biological processes. Soybean cotyledons evolved as sink tissues to synthesize and store seed reserves which directly affect soybean seed yield and quality. However, little is known about miRNAs and their regulatory networks in soybean cotyledons. We sequenced 292 million small RNA reads expressed in soybean cotyledons, and discovered 130 novel miRNA genes and 72 novel miRNA families. The cotyledon miRNAs arose at various stages of land plant evolution. Evolutionary analysis of the miRNA genes in duplicated genome segments from the recent Glycine whole genome duplication revealed that the majority of novel soybean cotyledon miRNAs were young, and likely arose after the duplication event 13 million years ago. We revealed the evolutionary pathway of a soybean cotyledon miRNA family (soy-miR15/49) that evolved from a neutral invertase gene through an inverted duplication and a series of DNA amplification and deletion events. A total of 304 miRNA genes were expressed in soybean cotyledons. The miRNAs were predicted to target 1910 genes, and form complex miRNA networks regulating a wide range of biological pathways in cotyledons. The comprehensive characterization of the miRNAs and their underlying regulatory networks at gene, pathway and system levels provides a foundation for further studies of miRNAs in cotyledons.",long read sequencing,2013
10.1371/journal.pone.0141225,PLOS ONE,Public Library of Science,"Koufariotis, Lambros T.","College of Science, Health and Engineering, La Trobe University Bundoora, Melbourne, Victoria, Australia",A catalogue of novel bovine long noncoding RNA across 18 tissues,"Long non-coding RNA (lncRNA) have been implicated in diverse biological roles including gene regulation and genomic imprinting. Identifying lncRNA in bovine across many differing tissue would contribute to the current repertoire of bovine lncRNA, and help further improve our understanding of the evolutionary importance and constraints of these transcripts. Additionally, it could aid in identifying sites in the genome outside of protein coding genes where mutations could contribute to variation in complex traits. This is particularly important in bovine as genomic predictions are increasingly used in genetic improvement for milk and meat production. Our aim was to identify and annotate novel long non coding RNA transcripts in the bovine genome captured from RNA Sequencing (RNA-Seq) data across 18 tissues, sampled in triplicate from a single cow. To address the main challenge in identifying lncRNA, namely distinguishing lncRNA transcripts from unannotated genes and protein coding genes, a lncRNA identification pipeline with a number of filtering steps was developed. A total of 9,778 transcripts passed the filtering pipeline. The bovine lncRNA catalogue includes MALAT1 and HOTAIR, both of which have been well described in human and mouse genomes. We attempted to validate the lncRNA in libraries from three additional cows. 726 (87.47%) liver and 1,668 (55.27%) blood class 3 lncRNA were validated with stranded liver and blood libraries respectively. Additionally, this study identified a large number of novel unknown transcripts in the bovine genome with high protein coding potential, illustrating a clear need for better annotations of protein coding genes.",long read sequencing,2015
10.1371/journal.pone.0080720,PLoS ONE,Public Library of Science,"Cook, Shelley","Department of Life Sciences, Natural History Museum, London, United Kingdom",Novel Virus Discovery and Genome Reconstruction from Field RNA Samples Reveals Highly Divergent Viruses in Dipteran Hosts,"We investigated whether small RNA (sRNA) sequenced from field-collected mosquitoes and chironomids (Diptera) can be used as a proxy signature of viral prevalence within a range of species and viral groups, using sRNAs sequenced from wild-caught specimens, to inform total RNA deep sequencing of samples of particular interest. Using this strategy, we sequenced from adult Anopheles maculipennis s.l. mosquitoes the apparently nearly complete genome of one previously undescribed virus related to chronic bee paralysis virus, and, from a pool of Ochlerotatus caspius and Oc. detritus mosquitoes, a nearly complete entomobirnavirus genome. We also reconstructed long sequences (1503-6557 nt) related to at least nine other viruses. Crucially, several of the sequences detected were reconstructed from host organisms highly divergent from those in which related viruses have been previously isolated or discovered. It is clear that viral transmission and maintenance cycles in nature are likely to be significantly more complex and taxonomically diverse than previously expected.",long read sequencing,2013
10.1371/journal.pone.0068824,PLoS ONE,Public Library of Science,"Shin, Seung Chul","Korea Polar Research Institute, Yeonsu-gu, Incheon, Korea",Advantages of Single-Molecule Real-Time Sequencing in High-GC Content Genomes,"Next-generation sequencing has become the most widely used sequencing technology in genomics research, but it has inherent drawbacks when dealing with high-GC content genomes. Recently, single-molecule real-time sequencing technology (SMRT) was introduced as a third-generation sequencing strategy to compensate for this drawback. Here, we report that the unbiased and longer read length of SMRT sequencing markedly improved genome assembly with high GC content via gap filling and repeat resolution.",long read sequencing,2013
10.1371/journal.pcbi.0010043,PLoS Computational Biology,Public Library of Science,"Li, Ruiqiang","James D. Watson Institute of Genome Sciences of Zhejiang University, Hangzhou, China",ReAS: Recovery of Ancestral Sequences for Transposable Elements from the Unassembled Reads of a Whole Genome Shotgun,"We describe an algorithm, ReAS, to recover ancestral sequences for transposable elements (TEs) from the unassembled reads of a whole genome shotgun. The main assumptions are that these TEs must exist at high copy numbers across the genome and must not be so old that they are no longer recognizable in comparison to their ancestral sequences. Tested on the japonica rice genome, ReAS was able to reconstruct all of the high copy sequences in the Repbase repository of known TEs, and increase the effectiveness of RepeatMasker in identifying TEs from genome sequences.",long read sequencing,2005
10.1371/journal.pcbi.0010043,PLoS Computational Biology,Public Library of Science,"Li, Ruiqiang","James D. Watson Institute of Genome Sciences of Zhejiang University, Hangzhou, China",ReAS: Recovery of Ancestral Sequences for Transposable Elements from the Unassembled Reads of a Whole Genome Shotgun,"SynopsisTransposable elements (TEs) are a major component of the genomes of multicellular organisms. They are parasitic creatures that invade the genome, insert multiple copies of themselves, and then die. All we see now are the decayed remnants of their ancestral sequences. Reconstruction of these ancestral sequences can bring dead TEs back to life. Algorithms for detecting TEs compare present-day sequences to a library of ancestral sequences. Unknown to many, pervasive use of whole genome shotgun (WGS) methods in large-scale sequencing have made TE reconstructions increasingly problematic. To minimize assembly errors, WGS methods must reject the highly repetitive sequences that characterize most TEs, especially the most recent TEs, which are the least diverged from their ancestral sequences (and most informative for reconstruction). This is acceptable to many, because the most important parts of the genes are not repetitive, but for the TE aficionados, it is a problem. ReAS is a novel algorithm that does TE reconstruction using only the unassembled reads of a WGS. Tested against the WGS for japonica rice, it is shown to produce a library that is superior to the manually curated Repbase database of known ancestral TEs.",long read sequencing,2005
10.1371/journal.pone.0101374,PLoS ONE,Public Library of Science,"Zhao, Shanrong","Systems Pharmacology and Biomarkers, Janssen Research & Development, LLC, San Diego, California, United States of America",Assessment of the Impact of Using a Reference Transcriptome in Mapping Short RNA-Seq Reads,"RNA-Seq has become increasingly popular in transcriptome profiling. The major challenge in RNA-Seq data analysis is the accurate mapping of junction reads to their genomic origins. To detect splicing sites in short reads, many RNA-Seq aligners use reference transcriptome to inform placement of junction reads. However, no systematic evaluation has been performed to assess or quantify the benefits of incorporating reference transcriptome in mapping RNA-Seq reads. In this paper, we have studied the impact of reference transcriptome on mapping RNA-Seq reads, especially on junction ones. The same dataset were analysed with and without RefGene transcriptome, respectively. Then a Perl script was developed to analyse and compare the mapping results. It was found that about 50–55% junction reads can be mapped to the same genomic regions regardless of the usage of RefGene model. More than one-third of reads fail to be mapped without the help of a reference transcriptome. For “Alternatively” mapped reads, i.e., those reads mapped differently with and without RefGene model, the mappings without RefGene model are usually worse than their corresponding alignments with RefGene model. For junction reads that span more than two exons, it is less likely to align them correctly without the assistance of reference transcriptome. As the sequencing technology evolves, the read length is becoming longer and longer. When reads become longer, they are more likely to span multiple exons, and thus the mapping of long junction reads is actually becoming more and more challenging without the assistance of reference transcriptome. Therefore, the advantages of using reference transcriptome in the mapping demonstrated in this study are becoming more evident for longer reads. In addition, the effect of the completeness of reference transcriptome on mapping of RNA-Seq reads is discussed.",long read sequencing,2014
10.1371/journal.pone.0081414,PLoS ONE,Public Library of Science,"Selva, Jeremy John","Division of Mathematical Sciences, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore, Singapore",SRComp: Short Read Sequence Compression Using Burstsort and Elias Omega Coding,"Next-generation sequencing (NGS) technologies permit the rapid production of vast amounts of data at low cost. Economical data storage and transmission hence becomes an increasingly important challenge for NGS experiments. In this paper, we introduce a new non-reference based read sequence compression tool called SRComp. It works by first employing a fast string-sorting algorithm called burstsort to sort read sequences in lexicographical order and then Elias omega-based integer coding to encode the sorted read sequences. SRComp has been benchmarked on four large NGS datasets, where experimental results show that it can run 5–35 times faster than current state-of-the-art read sequence compression tools such as BEETL and SCALCE, while retaining comparable compression efficiency for large collections of short read sequences. SRComp is a read sequence compression tool that is particularly valuable in certain applications where compression time is of major concern.",long read sequencing,2013
10.1371/journal.pone.0164085,PLOS ONE,Public Library of Science,"Koh, Winston","Departments of Oncology and Computational Biology, St. Jude Children’s Research Hospital, Memphis, TN, 38105, United States of America",Dynamic ASXL1 Exon Skipping and Alternative Circular Splicing in Single Human Cells,"Circular RNAs comprise a poorly understood new class of noncoding RNA. In this study, we used a combination of targeted deletion, high-resolution splicing detection, and single-cell sequencing to deeply probe ASXL1 circular splicing. We found that efficient circular splicing required the canonical transcriptional start site and inverted AluSx elements. Sequencing-based interrogation of isoforms after ASXL1 overexpression identified promiscuous linear splicing between all exons, with the two most abundant non-canonical linear products skipping the exons that produced the circular isoforms. Single-cell sequencing revealed a strong preference for either the linear or circular ASXL1 isoforms in each cell, and found the predominant exon skipping product is frequently co-expressed with its reciprocal circular isoform. Finally, absolute quantification of ASXL1 isoforms confirmed our findings and suggests that standard methods overestimate circRNA abundance. Taken together, these data reveal a dynamic new view of circRNA genesis, providing additional framework for studying their roles in cellular biology.",long read sequencing,2016
10.1371/journal.pone.0113290,PLoS ONE,Public Library of Science,"Liu, Qianchun","Beijing Vegetable Research Center, Beijing Academy of Agriculture and Forestry Sciences/Key Laboratory of Biology and Genetic Improvement of Horticultural Crops (North China), Ministry of Agriculture, Beijing 100097, P.R. China",RNA-Seq Reveals Leaf Cuticular Wax-Related Genes in Welsh Onion,"The waxy cuticle plays a very important role in plant resistance to various biotic and abiotic stresses and is an important characteristic of Welsh onions. Two different types of biangan Welsh onions (BG) were selected for this study: BG, a wild-type covered by wax, which forms a continuous lipid membrane on its epidermal cells, and GLBG, a glossy mutant of BG whose epidermal cells are not covered by wax. To elucidate the waxy cuticle-related gene expression changes, we used RNA-Seq to compare these two Welsh onion varieties with distinct differences in cuticular wax. The de novo assembly yielded 42,881 putative unigenes, 25.41% of which are longer than 1,000 bp. Among the high-quality unique sequences, 22,289 (52.0%) had at least one significant match to an existing gene model. A total of 798 genes, representing 1.86% of the total putative unigenes, were differentially expressed between these two Welsh onion varieties. The expression patterns of four important unigenes that are related to waxy cuticle biosynthesis were confirmed by RT-qPCR and COG class annotation, which demonstrated that these genes play an important role in defense mechanisms and lipid transport and metabolism. To our knowledge, this study is the first exploration of the Welsh onion waxy cuticle. These results may help to reveal the molecular mechanisms underlying the waxy cuticle and will be useful for waxy gene cloning, genetics and breeding as well as phylogenetic and evolutionary studies of the Welsh onion.",long read sequencing,2014
10.1371/journal.pone.0038463,PLoS ONE,Public Library of Science,"Kalender Atak, Zeynep","Center for Human Genetics, KU Leuven, Leuven, Belgium",High Accuracy Mutation Detection in Leukemia on a Selected Panel of Cancer Genes,"With the advent of whole-genome and whole-exome sequencing, high-quality catalogs of recurrently mutated cancer genes are becoming available for many cancer types. Increasing access to sequencing technology, including bench-top sequencers, provide the opportunity to re-sequence a limited set of cancer genes across a patient cohort with limited processing time. Here, we re-sequenced a set of cancer genes in T-cell acute lymphoblastic leukemia (T-ALL) using Nimblegen sequence capture coupled with Roche/454 technology. First, we investigated how a maximal sensitivity and specificity of mutation detection can be achieved through a benchmark study. We tested nine combinations of different mapping and variant-calling methods, varied the variant calling parameters, and compared the predicted mutations with a large independent validation set obtained by capillary re-sequencing. We found that the combination of two mapping algorithms, namely BWA-SW and SSAHA2, coupled with the variant calling algorithm Atlas-SNP2 yields the highest sensitivity (95%) and the highest specificity (93%). Next, we applied this analysis pipeline to identify mutations in a set of 58 cancer genes, in a panel of 18 T-ALL cell lines and 15 T-ALL patient samples. We confirmed mutations in known T-ALL drivers, including PHF6, NF1, FBXW7, NOTCH1, KRAS, NRAS, PIK3CA, and PTEN. Interestingly, we also found mutations in several cancer genes that had not been linked to T-ALL before, including JAK3. Finally, we re-sequenced a small set of 39 candidate genes and identified recurrent mutations in TET1, SPRY3 and SPRY4. In conclusion, we established an optimized analysis pipeline for Roche/454 data that can be applied to accurately detect gene mutations in cancer, which led to the identification of several new candidate T-ALL driver mutations.",long read sequencing,2012
10.1371/journal.pone.0057359,PLoS ONE,Public Library of Science,"Liu, Na","Laboratory of Genetics Resources & Functional Improvement for Horticultural Plant, Department of Horticulture, Zhejiang University, Hangzhou, People’s Republic of China",Genome-Wide Identification and Comparative Analysis of Conserved and Novel MicroRNAs in Grafted Watermelon by High-Throughput Sequencing,"MicroRNAs (miRNAs) are a class of endogenous small non-coding RNAs involved in the post-transcriptional gene regulation and play a critical role in plant growth, development and stresses response. However less is known about miRNAs involvement in grafting behaviors, especially with the watermelon (Citrullus lanatus L.) crop, which is one of the most important agricultural crops worldwide. Grafting method is commonly used in watermelon production in attempts to improve its adaptation to abiotic and biotic stresses, in particular to the soil-borne fusarium wilt disease. In this study, Solexa sequencing has been used to discover small RNA populations and compare miRNAs on genome-wide scale in watermelon grafting system. A total of 11,458,476, 11,614,094 and 9,339,089 raw reads representing 2,957,751, 2,880,328 and 2,964,990 unique sequences were obtained from the scions of self-grafted watermelon and watermelon grafted on-to bottle gourd and squash at two true-leaf stage, respectively. 39 known miRNAs belonging to 30 miRNA families and 80 novel miRNAs were identified in our small RNA dataset. Compared with self-grafted watermelon, 20 (5 known miRNA families and 15 novel miRNAs) and 47 (17 known miRNA families and 30 novel miRNAs) miRNAs were expressed significantly different in watermelon grafted on to bottle gourd and squash, respectively. MiRNAs expressed differentially when watermelon was grafted onto different rootstocks, suggesting that miRNAs might play an important role in diverse biological and metabolic processes in watermelon and grafting may possibly by changing miRNAs expressions to regulate plant growth and development as well as adaptation to stresses. The small RNA transcriptomes obtained in this study provided insights into molecular aspects of miRNA-mediated regulation in grafted watermelon. Obviously, this result would provide a basis for further unravelling the mechanism on how miRNAs information is exchanged between scion and rootstock in grafted watermelon, and its relevance to diverse biological processes and environmental adaptation.",long read sequencing,2013
